procedure_name,code_type,code,modifier
Therapeutic Gastro Arthroscopy shoulder,CPTCode,29826,
Therapeutic Pediatric Lumbar puncture,CPTCode,62270,
Emergency Oncology Bone marrow biopsy,CPTCode,38221,
Diagnostic Pulmonary Liver biopsy,CPTCode,47000,
Routine Pulmonary Kidney biopsy,CPTCode,50200,
Diagnostic Gastro Skin biopsy,CPTCode,11102,
Advanced ENT Fine needle aspiration,CPTCode,10021,
Diagnostic Oncology Excision of lesion skin,CPTCode,11400,
Diagnostic Neurological Laceration repair simple,CPTCode,12001,
Diagnostic Gastro Laceration repair complex,CPTCode,13100,
Therapeutic Gastro Abscess incision drainage,CPTCode,10060,
Advanced Cardiac Nail removal,CPTCode,11730,
Screening Cardiac Cerumen removal,CPTCode,69210,
Specialized Neurological Cataract surgery,CPTCode,66984,
Emergency Orthopedic Vitrectomy,CPTCode,67036,
Comprehensive Pulmonary LASIK,CPTCode,66999,
Targeted Orthopedic Tonsillectomy,CPTCode,42825,
Follow-up Neurological Adenoidectomy,CPTCode,42830,
Screening Pediatric Septoplasty,CPTCode,30520,
Diagnostic Renal Rhinoplasty,CPTCode,30400,
Routine Pulmonary Sinus surgery,CPTCode,31256,
Therapeutic ENT Thyroidectomy total,CPTCode,60240,
Diagnostic Renal Parathyroidectomy,CPTCode,60500,
Follow-up Oncology Mastectomy simple,CPTCode,19301,
Diagnostic Pulmonary Lumpectomy,CPTCode,19301,
Comprehensive Oncology Sentinel node biopsy,CPTCode,38792,
Comprehensive Cardiac Hysterectomy total abdominal,CPTCode,58150,
Advanced Pulmonary Hysterectomy laparoscopic,CPTCode,58570,
Targeted Gastro Myomectomy abdominal,CPTCode,58140,
Therapeutic Oncology Oophorectomy,CPTCode,58940,
Therapeutic Dermatology Tubal ligation,CPTCode,58600,
Specialized Orthopedic Cesarean section,CPTCode,59510,
Therapeutic Neurological Normal vaginal delivery,CPTCode,59400,
Screening Renal Dilation and curettage,CPTCode,58120,
Comprehensive Oncology Colposcopy,CPTCode,57454,
Specialized Gastro LEEP procedure,CPTCode,57461,
Targeted ENT Prostatectomy radical,CPTCode,55810,
Targeted ENT Transurethral resection prostate,CPTCode,52601,
Emergency ENT Vasectomy,CPTCode,55250,
Screening Oncology Orchiectomy,CPTCode,54520,
Specialized Oncology Nephrectomy,CPTCode,50220,
Follow-up Orthopedic Cholecystectomy laparoscopic,CPTCode,47562,
Follow-up Pulmonary Appendectomy,CPTCode,44950,
Routine Gastro Hernia repair inguinal,CPTCode,49505,
Comprehensive Orthopedic Hernia repair ventral,CPTCode,49560,
Advanced Oncology Colectomy partial,CPTCode,44140,
Follow-up ENT Colostomy,CPTCode,44320,
Comprehensive Cardiac Hemorrhoidectomy,CPTCode,46250,
Screening Renal Fistulectomy,CPTCode,46270,
Targeted ENT Splenectomy,CPTCode,38100,
Therapeutic Orthopedic Gastrectomy partial,CPTCode,43631,
Diagnostic Orthopedic Gastric bypass,CPTCode,43644,
Follow-up Cardiac Sleeve gastrectomy,CPTCode,43775,
Advanced Oncology Whipple procedure,CPTCode,48150,
Therapeutic ENT Coronary artery bypass graft,CPTCode,33533,
Therapeutic Renal Cardiac catheterization,CPTCode,93454,
Targeted Gastro Percutaneous coronary intervention,CPTCode,92920,
Routine Dermatology Pacemaker insertion,CPTCode,33206,
Screening Renal Defibrillator insertion,CPTCode,33249,
Screening Pulmonary Aortic valve replacement,CPTCode,33405,
Specialized Oncology Mitral valve repair,CPTCode,33425,
Screening Gastro Carotid endarterectomy,CPTCode,35301,
Comprehensive Cardiac Aortic aneurysm repair,CPTCode,35082,
Comprehensive ENT Peripheral vascular bypass,CPTCode,35556,
Diagnostic Pediatric Varicose vein surgery,CPTCode,37700,
Screening Neurological Arteriovenous fistula creation,CPTCode,36821,
Diagnostic Cardiac Hip replacement total,CPTCode,27130,
Comprehensive Oncology Knee replacement total,CPTCode,27447,
Advanced Orthopedic Shoulder replacement total,CPTCode,23472,
Follow-up Cardiac Spinal fusion lumbar,CPTCode,22612,
Routine Pediatric Spinal fusion cervical,CPTCode,22551,
Follow-up Neurological Laminectomy,CPTCode,63030,
Routine Gastro Discectomy,CPTCode,63030,
Emergency ENT Carpal tunnel release,CPTCode,64721,
Screening Dermatology Trigger finger release,CPTCode,26055,
Advanced ENT Tendon repair,CPTCode,27650,
Comprehensive Neurological Fracture repair closed,CPTCode,25600,
Advanced Oncology Fracture repair open,CPTCode,25607,
Specialized Pulmonary Amputation lower extremity,CPTCode,27592,
Emergency Oncology Skin graft split thickness,CPTCode,15100,
Emergency Orthopedic Burn debridement,CPTCode,16020,
Comprehensive Pulmonary Flap reconstruction,CPTCode,15734,
Targeted Pulmonary Rhinoplasty secondary,CPTCode,30430,
Emergency Pediatric Blepharoplasty,CPTCode,15822,
Diagnostic Neurological Facelift,CPTCode,15824,
Advanced Orthopedic Breast augmentation,CPTCode,19325,
Emergency Renal Breast reduction,CPTCode,19318,
Diagnostic Renal Breast reconstruction,CPTCode,19357,
Targeted Renal Liposuction,CPTCode,15877,
Targeted ENT Abdominoplasty,CPTCode,15847,
Screening Orthopedic Craniotomy,CPTCode,61510,
Screening Pediatric Craniectomy,CPTCode,61322,
Advanced Pediatric Ventricular shunt,CPTCode,62220,
Follow-up Oncology Deep brain stimulation,CPTCode,61863,
Routine Pediatric Vagus nerve stimulation,CPTCode,64568,
Emergency Cardiac Electroencephalography,CPTCode,95819,
Targeted Renal Nerve conduction study,CPTCode,95907,
Routine Neurological EMG,CPTCode,95860,
Targeted Pediatric Sleep study,CPTCode,95810,
Comprehensive Renal Tilt table test,CPTCode,93660,
Diagnostic Renal Bone density scan,CPTCode,77080,
Targeted Pediatric Nuclear medicine scan,CPTCode,78300,
Therapeutic Renal PET scan,CPTCode,78816,
Therapeutic Gastro Mammogram screening,CPTCode,77067,
Therapeutic Oncology Mammogram diagnostic,CPTCode,77066,
Diagnostic Neurological Pap smear,CPTCode,88141,
Specialized Dermatology Urinalysis,CPTCode,81001,
Emergency Orthopedic Complete blood count,CPTCode,85025,
Emergency Pediatric Comprehensive metabolic panel,CPTCode,80053,
Routine Orthopedic Lipid panel,CPTCode,80061,
Emergency Cardiac Thyroid panel,CPTCode,84436,
Advanced ENT Hemoglobin A1c,CPTCode,83036,
Advanced Renal Prothrombin time,CPTCode,85610,
Routine Pulmonary PTT,CPTCode,85730,
Specialized Orthopedic D-dimer,CPTCode,85379,
Screening Cardiac Troponin,CPTCode,84484,
Screening ENT BNP,CPTCode,83880,
Targeted Dermatology PSA,CPTCode,86316,
Emergency Pulmonary CEA,CPTCode,82378,
Diagnostic Neurological CA-125,CPTCode,86304,
Screening Cardiac AFP,CPTCode,82105,
Diagnostic Pulmonary Beta HCG,CPTCode,84702,
Routine Dermatology Vitamin B12,CPTCode,82607,
Emergency Pediatric Folate,CPTCode,82746,
Specialized Neurological Ferritin,CPTCode,82728,
Emergency Orthopedic Iron studies,CPTCode,83540,
Diagnostic Pediatric Uric acid,CPTCode,84550,
Emergency Oncology Cortisol,CPTCode,82533,
Routine Oncology Testosterone,CPTCode,84402,
Specialized Cardiac Estradiol,CPTCode,82670,
Advanced Gastro FSH,CPTCode,83001,
Routine Pediatric LH,CPTCode,83002,
Targeted Cardiac Progesterone,CPTCode,84144,
Targeted Dermatology Prolactin,CPTCode,84146,
Advanced Pulmonary DHEA,CPTCode,82626,
Therapeutic Dermatology Insulin,CPTCode,83525,
Targeted Orthopedic C-peptide,CPTCode,84681,
Advanced Renal Rheumatoid factor,CPTCode,86431,
Therapeutic Pulmonary ANA,CPTCode,86038,
Diagnostic Pediatric Anti-dsDNA,CPTCode,86060,
Comprehensive Cardiac Anti-CCP,CPTCode,86200,
Targeted Neurological ESR,CPTCode,85651,
Emergency Orthopedic CRP,CPTCode,86140,
Follow-up Dermatology Urine culture,CPTCode,87086,
Therapeutic Dermatology Blood culture,CPTCode,87040,
Routine Neurological Throat culture,CPTCode,87070,
Therapeutic Orthopedic Stool culture,CPTCode,87045,
Comprehensive Oncology COVID-19 PCR test,CPTCode,87635,
Emergency Orthopedic Influenza test,CPTCode,87804,
Follow-up ENT Strep test rapid,CPTCode,87880,
Advanced Gastro Mono test,CPTCode,86308,
Screening Renal HIV test,CPTCode,86703,
Therapeutic Orthopedic Hepatitis B surface antigen,CPTCode,87340,
Specialized Gastro Hepatitis C antibody,CPTCode,86803,
Comprehensive Neurological RPR syphilis test,CPTCode,86592,
Therapeutic Pediatric Chlamydia gonorrhea NAAT,CPTCode,87491,
Emergency Orthopedic Physical therapy evaluation,CPTCode,97161,
Targeted ENT Physical therapy treatment,CPTCode,97110,
Advanced ENT Occupational therapy evaluation,CPTCode,97165,
Advanced Oncology Speech therapy evaluation,CPTCode,92521,
Therapeutic Renal Psychiatric evaluation,CPTCode,90792,
Targeted Neurological Psychotherapy 45 minutes,CPTCode,90834,
Specialized Orthopedic Psychotherapy 60 minutes,CPTCode,90837,
Routine Pulmonary Group therapy,CPTCode,90853,
Routine Neurological Medication management,CPTCode,90833,
Comprehensive Pulmonary Neuropsychological testing,CPTCode,96130,
Routine Neurological Allergy skin testing,CPTCode,95004,
Follow-up ENT Allergy immunotherapy,CPTCode,95115,
Routine Renal Immunoglobulin infusion,CPTCode,90281,
Specialized Pulmonary Chemotherapy infusion,CPTCode,96413,
Advanced Neurological Radiation therapy,CPTCode,77401,
Diagnostic ENT IMRT planning,CPTCode,77301,
Screening Cardiac Brachytherapy,CPTCode,77761,
Specialized Gastro Dialysis hemodialysis,CPTCode,90935,
Therapeutic Pulmonary Peritoneal dialysis,CPTCode,90945,
Routine Oncology Plasmapheresis,CPTCode,36514,
Routine Pulmonary Infusion therapy,CPTCode,96360,
Targeted Neurological IV antibiotics,CPTCode,96365,
Diagnostic ENT Total parenteral nutrition,CPTCode,99601,
Advanced Pediatric Nasogastric tube placement,CPTCode,43752,
Screening Gastro Endotracheal intubation,CPTCode,31500,
Comprehensive Pediatric Mechanical ventilation management,CPTCode,94002,
Advanced Oncology Central line insertion,CPTCode,36556,
Targeted Dermatology PICC line insertion,CPTCode,36569,
Diagnostic Cardiac Arterial line placement,CPTCode,36620,
Comprehensive Dermatology Thoracentesis,CPTCode,32555,
Diagnostic Neurological Paracentesis,CPTCode,49083,
Advanced ENT Pericardiocentesis,CPTCode,33010,
Routine Orthopedic Cardioversion,CPTCode,92960,
Diagnostic Cardiac Defibrillation,CPTCode,92950,
Follow-up Pulmonary CPR,CPTCode,92950,
Follow-up ENT Nebulizer treatment,CPTCode,94640,
Therapeutic Gastro Oxygen therapy,CPTCode,94760,
Routine Dermatology CPAP,HCPCSCode,E0601,
Comprehensive Orthopedic BiPAP,HCPCSCode,E0470,
Targeted Pulmonary Hospital bed,HCPCSCode,E0250,
Therapeutic Renal Walker,HCPCSCode,E0130,
Comprehensive Pediatric Cane,HCPCSCode,E0100,
Screening Neurological Crutches,HCPCSCode,E0110,
Routine Renal Commode,HCPCSCode,E0163,
Diagnostic Neurological Bath bench,HCPCSCode,E0245,
Routine ENT Nebulizer machine,HCPCSCode,E0570,
Diagnostic ENT Insulin pump,HCPCSCode,E0784,
Emergency Neurological Blood glucose monitor,HCPCSCode,E2101,
Screening Neurological Continuous glucose monitor,HCPCSCode,E2101,
Follow-up Cardiac Compression stockings,HCPCSCode,A6531,
Routine Pediatric Wound dressing,HCPCSCode,A6216,
Advanced Pediatric Ostomy supplies,HCPCSCode,A4361,
Routine Orthopedic Urological catheter,HCPCSCode,A4338,
Screening ENT Breast pump,HCPCSCode,E0603,
Follow-up Pulmonary Hearing aid,HCPCSCode,V5244,
Comprehensive Dermatology Orthotics ankle foot,HCPCSCode,L1960,
Targeted Pediatric Prosthetic limb,HCPCSCode,L5100,
Comprehensive Neurological Spinal orthosis,HCPCSCode,L0648,
Screening Cardiac Cervical collar,HCPCSCode,L0120,
Diagnostic ENT Knee brace,HCPCSCode,L1820,
Routine Gastro Shoulder sling,HCPCSCode,A4565,
Targeted Gastro Wrist splint,HCPCSCode,L3900,
Routine Gastro Ambulance transport,HCPCSCode,A0428,
Diagnostic Pulmonary Non-emergency transport,HCPCSCode,A0100,
Routine Dermatology Home health aide,HCPCSCode,G0156,
Routine Pediatric Skilled nursing visit,HCPCSCode,G0299,
Therapeutic Orthopedic Physical therapy home,HCPCSCode,G0151,
Comprehensive Dermatology Occupational therapy home,HCPCSCode,G0152,
Routine Orthopedic Flu vaccine,CPTCode,90686,
Therapeutic Cardiac COVID-19 vaccine,CPTCode,91300,
Emergency ENT Pneumococcal vaccine,CPTCode,90670,
Screening Oncology Shingles vaccine,CPTCode,90750,
Diagnostic Dermatology MMR vaccine,CPTCode,90707,
Diagnostic Neurological HPV vaccine,CPTCode,90651,
Screening Gastro Hepatitis B vaccine,CPTCode,90739,
Therapeutic Gastro Tetanus toxoid,CPTCode,90714,
Specialized Renal Meningococcal vaccine,CPTCode,90734,
Routine Gastro Varicella vaccine,CPTCode,90716,
Routine Oncology Chest X-Ray,CPTCode,71045,
Emergency Gastro MRI Brain,CPTCode,70551,26.0
Follow-up Cardiac Blood Test,CPTCode,80050,
Targeted ENT ECG,CPTCode,93000,
Comprehensive Neurological CT Scan,CPTCode,74177,
Diagnostic Renal Radiologic exam chest 2 views,CPTCode,71046,
Therapeutic Orthopedic Subsequent hospital care high complexity,CPTCode,99233,
Follow-up Pediatric Wheelchair,HCPCSCode,E1161,
Specialized Cardiac Office visit established patient low complexity,CPTCode,99213,
Routine ENT Office visit established patient moderate complexity,CPTCode,99214,
Comprehensive Orthopedic Office visit new patient moderate complexity,CPTCode,99203,
Targeted ENT Annual wellness visit,CPTCode,G0439,
Targeted Neurological Preventive visit adult,CPTCode,99396,
Emergency Renal MRI Spine lumbar,CPTCode,72148,26.0
Screening Renal MRI Knee,CPTCode,73721,26.0
Diagnostic ENT MRI Shoulder,CPTCode,73221,26.0
Advanced Dermatology CT Head,CPTCode,70450,
Therapeutic Renal CT Abdomen pelvis,CPTCode,74178,
Emergency Pulmonary CT Chest,CPTCode,71250,
Diagnostic Orthopedic Ultrasound abdomen,CPTCode,76700,
Emergency Oncology Ultrasound pelvis,CPTCode,76856,
Follow-up Oncology Ultrasound thyroid,CPTCode,76536,
Advanced Pediatric Echocardiogram,CPTCode,93306,26.0
Follow-up Oncology Stress test,CPTCode,93015,
Diagnostic Renal Holter monitor,CPTCode,93224,
Emergency Oncology Pulmonary function test,CPTCode,94010,
Follow-up Gastro Spirometry,CPTCode,94060,
Specialized Dermatology Colonoscopy,CPTCode,45378,
Diagnostic Dermatology Upper endoscopy,CPTCode,43239,
Screening Orthopedic Sigmoidoscopy,CPTCode,45331,
Comprehensive Pediatric Bronchoscopy,CPTCode,31622,
Comprehensive Oncology Cystoscopy,CPTCode,52000,
Specialized Pediatric Arthroscopy knee,CPTCode,29881,
Diagnostic ENT Arthroscopy shoulder,CPTCode,29826,
Screening Pulmonary Lumbar puncture,CPTCode,62270,
Routine Renal Bone marrow biopsy,CPTCode,38221,
Specialized Oncology Liver biopsy,CPTCode,47000,
Follow-up Gastro Kidney biopsy,CPTCode,50200,
Emergency Gastro Skin biopsy,CPTCode,11102,
Emergency Renal Fine needle aspiration,CPTCode,10021,
Emergency Orthopedic Excision of lesion skin,CPTCode,11400,
Targeted Cardiac Laceration repair simple,CPTCode,12001,
Diagnostic Pediatric Laceration repair complex,CPTCode,13100,
Specialized Gastro Abscess incision drainage,CPTCode,10060,
Specialized Cardiac Nail removal,CPTCode,11730,
Targeted Cardiac Cerumen removal,CPTCode,69210,
Comprehensive Pediatric Cataract surgery,CPTCode,66984,
Specialized Dermatology Vitrectomy,CPTCode,67036,
Emergency Pulmonary LASIK,CPTCode,66999,
Emergency Pulmonary Tonsillectomy,CPTCode,42825,
Diagnostic Dermatology Adenoidectomy,CPTCode,42830,
Therapeutic ENT Septoplasty,CPTCode,30520,
Comprehensive Gastro Rhinoplasty,CPTCode,30400,
Advanced Gastro Sinus surgery,CPTCode,31256,
Diagnostic Pulmonary Thyroidectomy total,CPTCode,60240,
Screening Neurological Parathyroidectomy,CPTCode,60500,
Specialized Oncology Mastectomy simple,CPTCode,19301,
Comprehensive Oncology Lumpectomy,CPTCode,19301,
Diagnostic Cardiac Sentinel node biopsy,CPTCode,38792,
Targeted Cardiac Hysterectomy total abdominal,CPTCode,58150,
Screening Cardiac Hysterectomy laparoscopic,CPTCode,58570,
Advanced Oncology Myomectomy abdominal,CPTCode,58140,
Comprehensive Dermatology Oophorectomy,CPTCode,58940,
Follow-up Orthopedic Tubal ligation,CPTCode,58600,
Screening Renal Cesarean section,CPTCode,59510,
Routine Cardiac Normal vaginal delivery,CPTCode,59400,
Emergency Pediatric Dilation and curettage,CPTCode,58120,
Advanced ENT Colposcopy,CPTCode,57454,
Therapeutic Cardiac LEEP procedure,CPTCode,57461,
Emergency Dermatology Prostatectomy radical,CPTCode,55810,
Routine ENT Transurethral resection prostate,CPTCode,52601,
Emergency Neurological Vasectomy,CPTCode,55250,
Specialized Pulmonary Orchiectomy,CPTCode,54520,
Diagnostic Oncology Nephrectomy,CPTCode,50220,
Routine Pediatric Cholecystectomy laparoscopic,CPTCode,47562,
Routine ENT Appendectomy,CPTCode,44950,
Comprehensive Orthopedic Hernia repair inguinal,CPTCode,49505,
Follow-up ENT Hernia repair ventral,CPTCode,49560,
Advanced Pediatric Colectomy partial,CPTCode,44140,
Therapeutic Dermatology Colostomy,CPTCode,44320,
Specialized ENT Hemorrhoidectomy,CPTCode,46250,
Therapeutic Dermatology Fistulectomy,CPTCode,46270,
Comprehensive Gastro Splenectomy,CPTCode,38100,
Therapeutic Neurological Gastrectomy partial,CPTCode,43631,
Diagnostic Cardiac Gastric bypass,CPTCode,43644,
Follow-up Neurological Sleeve gastrectomy,CPTCode,43775,
Screening Orthopedic Whipple procedure,CPTCode,48150,
Diagnostic Orthopedic Coronary artery bypass graft,CPTCode,33533,
Specialized Neurological Cardiac catheterization,CPTCode,93454,
Comprehensive Pediatric Percutaneous coronary intervention,CPTCode,92920,
Follow-up Neurological Pacemaker insertion,CPTCode,33206,
Comprehensive Dermatology Defibrillator insertion,CPTCode,33249,
Comprehensive Pediatric Aortic valve replacement,CPTCode,33405,
Follow-up ENT Mitral valve repair,CPTCode,33425,
Screening Pulmonary Carotid endarterectomy,CPTCode,35301,
Advanced Oncology Aortic aneurysm repair,CPTCode,35082,
Screening Pulmonary Peripheral vascular bypass,CPTCode,35556,
Targeted Cardiac Varicose vein surgery,CPTCode,37700,
Comprehensive Oncology Arteriovenous fistula creation,CPTCode,36821,
Therapeutic Pediatric Hip replacement total,CPTCode,27130,
Diagnostic Oncology Knee replacement total,CPTCode,27447,
Emergency Neurological Shoulder replacement total,CPTCode,23472,
Diagnostic Gastro Spinal fusion lumbar,CPTCode,22612,
Diagnostic Gastro Spinal fusion cervical,CPTCode,22551,
Routine Orthopedic Laminectomy,CPTCode,63030,
Follow-up Oncology Discectomy,CPTCode,63030,
Therapeutic Cardiac Carpal tunnel release,CPTCode,64721,
Emergency Pulmonary Trigger finger release,CPTCode,26055,
Specialized ENT Tendon repair,CPTCode,27650,
Therapeutic Dermatology Fracture repair closed,CPTCode,25600,
Diagnostic Neurological Fracture repair open,CPTCode,25607,
Advanced Pulmonary Amputation lower extremity,CPTCode,27592,
Therapeutic Gastro Skin graft split thickness,CPTCode,15100,
Advanced Neurological Burn debridement,CPTCode,16020,
Follow-up Renal Flap reconstruction,CPTCode,15734,
Screening Gastro Rhinoplasty secondary,CPTCode,30430,
Therapeutic Renal Blepharoplasty,CPTCode,15822,
Follow-up ENT Facelift,CPTCode,15824,
Advanced Gastro Breast augmentation,CPTCode,19325,
Advanced Dermatology Breast reduction,CPTCode,19318,
Comprehensive Oncology Breast reconstruction,CPTCode,19357,
Routine Oncology Liposuction,CPTCode,15877,
Therapeutic Neurological Abdominoplasty,CPTCode,15847,
Targeted Cardiac Craniotomy,CPTCode,61510,
Diagnostic Neurological Craniectomy,CPTCode,61322,
Targeted Renal Ventricular shunt,CPTCode,62220,
Follow-up Gastro Deep brain stimulation,CPTCode,61863,
Therapeutic ENT Vagus nerve stimulation,CPTCode,64568,
Therapeutic Renal Electroencephalography,CPTCode,95819,
Comprehensive Oncology Nerve conduction study,CPTCode,95907,
